29,Radix Sort base 10,Reversed,19.5788
29,Radix Sort base 2^16,Reversed,4.55095
29,Shell Sort,Reversed,10.5327
29,Tim Sort,Reversed,20.5698
30,STL Sort,Reversed,8.98176
30,Heap Sort,Reversed,31.9761
30,Merge Sort,Reversed,32.358
30,Radix Sort base 10,Reversed,20.1312
30,Radix Sort base 2^16,Reversed,4.17021
30,Shell Sort,Reversed,11.1491
30,Tim Sort,Reversed,18.0541
31,STL Sort,Almost Sorted,8.83e-05
31,Bubble Sort,Almost Sorted,0.0023588
31,Quick Sort pivot 3,Almost Sorted,8.32e-05
31,Quick Sort pivot random,Almost Sorted,9.62e-05
31,Heap Sort,Almost Sorted,0.0001431
31,Merge Sort,Almost Sorted,0.0002469
31,Radix Sort base 10,Almost Sorted,5.3e-05
31,Radix Sort base 2^16,Almost Sorted,0.0003177
31,Shell Sort,Almost Sorted,0.0001138
31,Tim Sort,Almost Sorted,8.15e-05
32,STL Sort,Almost Sorted,8.47e-05
32,Bubble Sort,Almost Sorted,0.0025575
32,Quick Sort pivot 3,Almost Sorted,0.0001083
32,Quick Sort pivot random,Almost Sorted,9.51e-05
32,Heap Sort,Almost Sorted,0.0001473
32,Merge Sort,Almost Sorted,0.0002259
32,Radix Sort base 10,Almost Sorted,0.0001535
32,Radix Sort base 2^16,Almost Sorted,0.0006325
32,Shell Sort,Almost Sorted,0.0001122
32,Tim Sort,Almost Sorted,9.19e-05
33,STL Sort,Almost Sorted,0.0108282
33,Bubble Sort,Almost Sorted,23.7258
33,Quick Sort pivot 3,Almost Sorted,0.010689
33,Quick Sort pivot random,Almost Sorted,0.0123416
33,Heap Sort,Almost Sorted,0.0226167
33,Merge Sort,Almost Sorted,0.0250509
33,Radix Sort base 10,Almost Sorted,0.0074177
33,Radix Sort base 2^16,Almost Sorted,0.0020704
33,Shell Sort,Almost Sorted,0.0200871
33,Tim Sort,Almost Sorted,0.0119386
34,STL Sort,Almost Sorted,0.010942
34,Bubble Sort,Almost Sorted,23.8515
34,Quick Sort pivot 3,Almost Sorted,0.0114179
34,Quick Sort pivot random,Almost Sorted,0.0125526
34,Heap Sort,Almost Sorted,0.0221486
34,Merge Sort,Almost Sorted,0.0247934
34,Radix Sort base 10,Almost Sorted,0.0139212
34,Radix Sort base 2^16,Almost Sorted,0.0040136
34,Shell Sort,Almost Sorted,0.0228024
34,Tim Sort,Almost Sorted,0.0123379
35,STL Sort,Almost Sorted,0.121664
35,Quick Sort pivot 3,Almost Sorted,0.129342
35,Quick Sort pivot random,Almost Sorted,0.137415
35,Heap Sort,Almost Sorted,0.284608
35,Merge Sort,Almost Sorted,0.283059
35,Radix Sort base 10,Almost Sorted,0.0937864
35,Radix Sort base 2^16,Almost Sorted,0.0336042
35,Shell Sort,Almost Sorted,0.275889
35,Tim Sort,Almost Sorted,0.187803
36,STL Sort,Almost Sorted,0.181506
36,Quick Sort pivot 3,Almost Sorted,0.157792
36,Quick Sort pivot random,Almost Sorted,0.210079
36,Heap Sort,Almost Sorted,0.445084
36,Merge Sort,Almost Sorted,0.362313
36,Radix Sort base 10,Almost Sorted,0.217659
36,Radix Sort base 2^16,Almost Sorted,0.0426127
36,Shell Sort,Almost Sorted,0.299154
36,Tim Sort,Almost Sorted,0.206369
37,STL Sort,Almost Sorted,1.89868
37,Quick Sort pivot 3,Almost Sorted,1.72294
37,Quick Sort pivot random,Almost Sorted,2.0015
37,Heap Sort,Almost Sorted,4.41067
37,Merge Sort,Almost Sorted,3.75109
37,Radix Sort base 10,Almost Sorted,1.546
37,Radix Sort base 2^16,Almost Sorted,0.465128
37,Shell Sort,Almost Sorted,3.83397
37,Tim Sort,Almost Sorted,1.88922
38,STL Sort,Almost Sorted,1.74352
38,Quick Sort pivot 3,Almost Sorted,1.65856
38,Quick Sort pivot random,Almost Sorted,1.95815
38,Heap Sort,Almost Sorted,3.92405
38,Merge Sort,Almost Sorted,3.51474
38,Radix Sort base 10,Almost Sorted,2.01349
38,Radix Sort base 2^16,Almost Sorted,0.775675
38,Shell Sort,Almost Sorted,4.05738
38,Tim Sort,Almost Sorted,1.99996
39,STL Sort,Almost Sorted,18.4551
39,Quick Sort pivot 3,Almost Sorted,18.639
39,Quick Sort pivot random,Almost Sorted,22.4176
39,Heap Sort,Almost Sorted,50.2958
39,Merge Sort,Almost Sorted,36.1544
39,Radix Sort base 10,Almost Sorted,16.4047
39,Radix Sort base 2^16,Almost Sorted,5.23033
39,Shell Sort,Almost Sorted,44.4879
39,Tim Sort,Almost Sorted,22.0216
40,STL Sort,Almost Sorted,17.3799
40,Quick Sort pivot 3,Almost Sorted,15.9166
40,Quick Sort pivot random,Almost Sorted,20.8497
40,Heap Sort,Almost Sorted,50.9215
40,Merge Sort,Almost Sorted,34.4975
40,Radix Sort base 10,Almost Sorted,18.6839
40,Radix Sort base 2^16,Almost Sorted,6.19758
40,Shell Sort,Almost Sorted,45.6085
40,Tim Sort,Almost Sorted,18.2037
